episode,air_date_tvmaze,air_date_thetvdb,air_date_wiki,air_date_thrawn,production_number,title_thrawn,title_tvmaze,title_thetvdb,title_wiki
S01E01,1989-03-11,1989-03-11,1989-03-11,1989-03-11,CP-100,"Broward County, FL #1 (1 Hour Pilot)","Broward County, FL #1 (60 min)","Broward County, FL 1","Broward County, Florida 1"
S01E02,1989-03-18,1989-03-18,1989-03-18,1989-03-18,CP-101,"Broward County, FL #2","Broward County, FL #2","Broward County, FL 2","Broward County, Florida 2"
S01E03,1989-03-25,1989-03-25,1989-03-25,1989-03-25,CP-102,"Broward County, FL #3","Broward County, FL #3","Broward County, FL 3","Broward County, Florida 3"
S01E04,1989-04-01,1989-04-01,1989-04-01,1989-04-01,CP-103,"Broward County, FL #4","Broward County, FL #4","Broward County, FL 4","Broward County, Florida 4"
S01E05,1989-04-08,1989-04-08,1989-04-08,1989-04-08,CP-104,"Broward County, FL #5","Broward County, FL #5","Broward County, FL 5","Broward County, Florida 5"
S01E06,1989-04-15,1989-04-15,1989-04-15,1989-04-15,CP-105,"Broward County, FL #6","Broward County, FL #6","Broward County, FL 6","Broward County, Florida 6"
S01E07,1989-04-22,1989-04-22,1989-04-22,1989-04-22,CP-106,"Broward County, FL #7","Broward County, FL #7","Broward County, FL 7","Broward County, Florida 7"
S01E08,1989-04-29,1989-04-29,1989-04-29,1989-04-29,CP-107,"Broward County, FL #8","Broward County, FL #8","Broward County, FL 8","Broward County, Florida 8"
S01E09,1989-05-06,1989-05-06,1989-05-06,1989-05-06,CP-108,"Broward County, FL #9","Broward County, FL #9","Broward County, FL 9","Broward County, Florida 9"
S01E10,1989-05-13,1989-05-13,1989-05-13,1989-05-13,CP-109,"Broward County, FL #10","Broward County, FL #10","Broward County, FL 10","Broward County, Florida 10"
S01E11,1989-05-20,1989-05-20,1989-05-20,1989-05-20,CP-110,"Broward County, FL #11","Broward County, FL #11","Broward County, FL 11","Broward County, Florida 11"
S01E12,1989-05-27,1989-05-27,1989-05-27,1989-05-27,CP-111,"Broward County, FL #12","Broward County, FL #12","Broward County, FL 12","Broward County, Florida 12"
S01E13,1989-06-03,1989-06-03,1989-06-03,1989-06-03,CP-112,"Broward County, FL #13","Broward County, FL #13","Broward County, FL 13","Broward County, Florida 13"
S01E14,1989-06-10,1989-06-10,1989-06-10,1989-06-10,CP-113,"Broward County, FL #14","Broward County, FL #14","Broward County, FL 14","Broward County, Florida 14"
S01E15,1989-06-17,1989-06-17,1989-06-17,1989-06-17,CP-114,Russia 1 Hour Special,Cops in Russia (60 min),COPS in Russia (1),Russia 1 Hour Special
S01E16,,1989-06-17,,,,,,COPS in Russia (2),
S02E01,1989-09-23,1989-09-23,1989-09-23,1989-09-23,CP-201,"Portland, OR #1","Portland, OR #1","Portland, OR 1","Portland, Multnomah County, Oregon 1"
S02E02,1989-09-30,1989-09-30,1989-09-30,1989-09-30,CP-202,"Portland, OR 2","Portland, OR #2","Portland, OR 2","Portland, Multnomah County, Oregon 2"
S02E03,1989-10-07,1989-10-07,1989-10-07,1989-10-07,CP-203,"Portland, OR 3","Portland, OR #3","Portland, OR 3","Portland, Multnomah County, Oregon 3"
S02E04,1989-10-14,1989-10-14,1989-10-14,1989-10-14,CP-204,"Portland, OR 4","Portland, OR #4","Portland, OR 4","Portland, Multnomah County, Oregon 4"
S02E05,1989-10-21,1989-10-21,1989-10-21,1989-10-21,CP-205,"Portland, OR 5","Portland, OR #5","Portland, OR 5","Portland, Multnomah County, Oregon 5"
S02E06,1989-10-28,1989-10-28,1989-10-28,1989-10-28,CP-206,"Portland, OR 6","Portland, OR #6","Portland, OR 6","Portland, Multnomah County, Oregon 6"
S02E07,1989-11-04,1989-11-04,1989-11-04,1989-11-04,CP-207,"Portland, OR 7","Portland, OR #7","Portland, OR 7","Portland, Multnomah County, Oregon 7"
S02E08,1989-11-11,1989-11-11,1989-11-11,1989-11-11,CP-208,"Portland, OR 8","Portland, OR #8","Portland, OR 8","Portland, Multnomah County, Oregon 8"
S02E09,1989-11-18,1989-11-18,1989-11-18,1989-11-18,CP-209,"Portland, OR 9","Portland, OR #9","Portland, OR 9","Portland, Multnomah County, Oregon 9"
S02E10,1989-11-25,1989-11-25,1989-11-25,1989-11-25,CP-210,"Portland, OR 10","Portland, OR #10","Portland, OR 10","Portland, Multnomah County, Oregon 10"
S02E11,1989-12-02,1989-12-02,1989-12-02,1989-12-02,CP-211,"Portland, OR 11","Portland, OR #11","Portland, OR 11","Portland, Multnomah County, Oregon 11"
S02E12,1989-12-09,1989-12-09,1989-12-09,1989-12-09,CP-212,"Portland, OR 12","Portland, OR #12","Portland, OR 12","Portland, Multnomah County, Oregon 12"
S02E13,1989-12-16,1989-12-16,1989-12-16,1989-12-16,CP-213,"Portland, OR 13","Portland, OR #13","Portland, OR 13","Portland, Multnomah County, Oregon 13"
S02E14,1989-12-23,1989-12-23,1989-12-23,1989-12-23,CP-214,"San Diego, CA 1","San Diego, CA #1","San Diego, CA 1","San Diego County, California 1"
S02E15,1990-01-06,1990-01-06,1990-01-06,1990-01-06,CP-215,"San Diego, CA 2","San Diego, CA #2","San Diego, CA 2","San Diego County, California 2"
S02E16,1990-01-13,1990-01-13,1990-01-13,1990-01-13,CP-216,"San Diego, CA 3","San Diego, CA #3","San Diego, CA 3","San Diego County, California 3"
S02E17,1990-01-20,1990-01-20,1990-01-20,1990-01-20,CP-217,"San Diego, CA 4","San Diego, CA #4","San Diego, CA 4","San Diego County, California 4"
S02E18,1990-01-27,1990-01-27,1990-01-27,1990-01-27,CP-218,"San Diego, CA 5","San Diego, CA #5","San Diego, CA 5","San Diego County, California 5"
S02E19,1990-02-03,1990-02-03,1990-02-03,1990-02-03,CP-219,"Los Angeles, CA 1","Los Angeles, CA #1","Los Angeles, CA 1","Los Angeles County, California 1"
S02E20,1990-02-10,1990-02-10,1990-02-10,1990-02-10,CP-220,"Los Angeles, CA 2","Los Angeles, CA #2","Los Angeles, CA 2","Los Angeles County, California 2"
S02E21,1990-02-17,1990-02-17,1990-02-17,1990-02-17,CP-221,"Los Angeles, CA 3","Los Angeles, CA #3","Los Angeles, CA 3","Los Angeles County, California 3"
S02E22,1990-02-24,1990-02-24,1990-02-24,1990-02-24,CP-222,"Los Angeles, CA 4","Los Angeles, CA #4","Los Angeles, CA 4","Los Angeles County, California 4"
S02E23,1990-03-03,1990-03-03,1990-03-03,1990-03-03,CP-223,"Los Angeles, CA 5","Los Angeles, CA #5","Los Angeles, CA 5","Los Angeles County, California 5"
S02E24,1990-03-10,1990-03-10,1990-03-10,1990-03-10,CP-224,"Los Angeles, CA 6","Los Angeles, CA #6","Los Angeles, CA 6","Los Angeles County, California 6"
S02E25,1990-03-17,1990-03-17,1990-03-17,1990-03-17,CP-225,"Los Angeles, CA 7","Los Angeles, CA #7","Los Angeles, CA 7","Los Angeles County, California 7"
S02E26,1990-03-24,1990-03-24,1990-03-24,1990-03-24,CP-226,"Los Angeles, CA 8","Los Angeles, CA #8","Los Angeles, CA 8","Los Angeles County, California 8"
S02E27,1990-04-07,1990-04-07,1990-04-07,1990-04-07,CP-227,"Los Angeles, CA 9","Los Angeles, CA #9","Los Angeles, CA 9","Los Angeles County, California 9"
S02E28,1990-04-14,1990-04-14,1990-04-14,1990-04-14,CP-228,"Los Angeles, CA 10","Los Angeles, CA #10","Los Angeles, CA 10","Los Angeles County, California 10"
S02E29,1990-04-21,1990-04-21,1990-04-21,1990-04-21,CP-229,"Los Angeles, CA 11","Los Angeles, CA #11","Los Angeles, CA 11","Los Angeles County, California 11"
S02E30,1990-04-28,1990-04-28,1990-04-28,1990-04-28,CP-230,Los Angeles CA 12,"Los Angeles, CA #12","Los Angeles, CA 12","Los Angeles County, California 12"
S02E31,1990-05-05,1990-05-05,1990-05-05,1990-05-05,CP-231,Mardi Gras 1990 Hour Special,Mardi Gras 1990,New Orleans: Mardi Gras,"New Orleans, Louisiana: Mardi Gras 1990"
S02E32,1990-05-05,1990-05-12,,,,,New Orleans: Mardi Gras 2,New Orleans: Mardi Gras 2,
S03E01,1990-09-15,1990-09-15,1990-09-15,1990-09-15,CP-301,"Minneapolis, MN 1","Minneapolis, MN #1 (30 min)","Minneapolis, MN 1","Minneapolis, Minnesota 1"
S03E02,1990-09-22,1990-09-22,1990-09-22,1990-09-22,CP-302,"Minneapolis, MN 2 -- Rookies","Minneapolis, MN #2","Minneapolis, MN 2 - Rookies","Minneapolis, Minnesota 2"
S03E03,1990-09-29,1990-09-29,1990-09-29,1990-09-29,CP-303,"Minneapolis, MN 3 -- Women Cops","Minneapolis, MN #3","Minneapolis, MN 3 - Women Cops","Minneapolis, Minnesota 3"
S03E04,1990-10-06,1990-10-06,1990-10-06,1990-10-06,CP-304,"Minneapolis, MN 4 -- On the Home Front","Minneapolis, MN #4","Minneapolis, MN 4 - On the Home Front","Minneapolis, Minnesota 4"
S03E05,1990-10-13,1990-10-13,1990-10-13,1990-10-13,CP-305,"Minneapolis, MN 5","Minneapolis, MN #5","Minneapolis, MN 5","Minneapolis, Minnesota 5"
S03E06,1990-10-20,1990-10-20,1990-10-20,1990-10-20,CP-306,"Minneapolis, MN 6","Minneapolis, MN #6","Minneapolis, MN 6","Minneapolis, Minnesota 6"
S03E07,1990-10-27,1990-10-27,1990-10-27,1990-10-27,CP-307,Alaska 1,Alaska #1,Alaska 1,Alaska 1
S03E08,1990-11-03,1990-11-03,1990-11-03,1990-11-03,CP-308,Alaska 2,Alaska #2,Alaska 2,Alaska 2
S03E09,1990-11-10,1990-11-03,1990-11-10,1990-11-10,CP-309,Alaska 3,Alaska #3,Alaska 3,Alaska 3
S03E10,1990-11-17,1990-11-10,1990-11-17,1990-11-10,CP-310,Alaska 4,Alaska #4,Alaska 4,Alaska 4
S03E11,1990-11-24,1990-11-17,1990-11-24,1990-11-17,CP-311,Las Vegas Special Edition 1 Hour,"Las Vegas, NV #1 (60 min)",Las Vegas Special Edition 1 Hour,"Las Vegas, Nevada 1"
S03E12,1990-12-01,1990-12-01,1990-12-01,1990-12-01,CP-312,"Las Vegas, NV 2","Las Vegas, NV #2","Las Vegas, NV 2","Las Vegas, Nevada 2"
S03E13,1990-12-08,1990-12-08,1990-12-08,1990-12-08,CP-313,"Las Vegas, NV 3","Las Vegas, NV #3","Las Vegas, NV 3","Las Vegas, Nevada 3"
S03E14,1990-12-15,1990-12-15,1990-12-15,1990-12-15,CP-314,"Las Vegas, NV 4","Las Vegas, NV #4","Las Vegas, NV 4","Las Vegas, Nevada 4"
S03E15,1990-12-22,1990-12-22,1990-12-22,1990-12-22,CP-315,"Las Vegas, NV 5","Las Vegas, NV #5","Las Vegas, NV 5","Las Vegas, Nevada 5"
S03E16,1991-01-12,1991-01-12,1991-01-12,1991-01-12,CP-316,"Las Vegas, NV 6","Las Vegas, NV #6","Las Vegas, NV 6","Las Vegas, Nevada 6"
S03E17,1991-01-19,1991-01-19,1991-01-19,1991-01-19,CP-318,"Las Vegas, NV 7","Las Vegas, NV #7","Las Vegas, NV 7","Las Vegas, Nevada 7"
S03E18,1991-01-26,1991-01-26,1991-01-26,1991-01-26,CP-317,New Jersey 1,New Jersey #1,New Jersey 1,New Jersey 1
S03E19,1991-02-02,1991-02-02,1991-02-02,1991-02-02,CP-319,New Jersey 2,New Jersey #2,New Jersey 2,New Jersey 2
S03E20,1991-02-09,1991-02-09,1991-02-09,1991-02-09,CP-320,New Jersey 3,New Jersey #3,New Jersey 3,New Jersey 3
S03E21,1991-02-16,1991-02-16,1991-02-16,1991-02-16,CP-321,New Jersey 4,New Jersey #4,New Jersey 4,New Jersey 4
S03E22,1991-02-23,1991-02-23,1991-02-23,1991-02-23,CP-322,New Jersey 5,New Jersey #5,New Jersey 5,New Jersey 5
S03E23,1991-03-02,1991-03-02,1991-03-02,1991-03-02,CP-323,"Pittsburgh, PA 1","Pittsburgh, PA #1","Pittsburgh, PA 1","Pittsburgh, Pennsylvania 1"
S03E24,1991-03-09,1991-03-09,1991-03-09,1991-03-09,CP-324,"Pittsburgh, PA 2","Pittsburgh, PA #2","Pittsburgh, PA 2","Pittsburgh, Pennsylvania 2"
S03E25,1991-03-16,1991-03-16,1991-03-09,1991-03-16,CP-325,"Tampa, FL 1","Tampa, FL #1","Tampa, FL 1","Tampa, Hillsborough County, Florida 1"
S03E26,1991-04-06,1991-04-06,1991-03-16,1991-04-06,CP-326,"Tampa, FL 2","Tampa, FL #2","Tampa, FL 2","Tampa, Hillsborough County, Florida 2"
S03E27,1991-04-13,1991-04-13,1991-04-13,1991-04-13,CP-327,"Tucson, AZ 1","Tucson, AZ #1","Tucson, AZ 1","Tucson, Arizona 1"
S03E28,1991-04-20,1991-04-20,1991-04-20,1991-04-20,CP-328,"Tucson, AZ 2","Tucson, AZ #2","Tucson, AZ 2","Tucson, Arizona 2"
S03E29,1991-04-27,1991-04-27,1991-04-27,1991-04-27,CP-329,Riverside County CA 1,"Riverside County, CA #1","Riverside County, CA 1","Riverside County, California 1"
S03E30,1991-05-04,1991-05-04,1991-05-04,1991-05-04,CP-330,Riverside County CA 2,"Riverside County, CA #2","Riverside County, CA 2","Riverside County, California 2"
S03E31,1991-05-11,1991-05-11,1991-05-11,1991-05-11,CP-331,"Houston, TX 1","Houston, TX #1","Houston, TX 1","Houston, Harris County, Texas 1"
S03E32,1991-05-18,1991-05-18,1991-05-18,1991-05-18,CP-332,"Houston, TX 2","Houston, TX #2","Houston, TX 2","Houston, Harris County, Texas 2"
S03E33,1991-05-25,1991-05-25,1991-05-25,1991-05-25,CP-333,"Houston, TX 3","Houston, TX #3","Houston, TX 3","Houston, Harris County, Texas 3"
S03E34,1991-06-01,1991-06-01,1991-06-01,1991-06-01,CP-334,"Houston, TX 4","Houston, TX #4","Houston, TX 4","Houston, Harris County, Texas 4"
S03E35,1991-06-08,1991-06-08,1991-06-08,1991-06-08,CP-335,"Houston, TX 5","Houston, TX #5","Houston, TX 5","Houston, Harris County, Texas 5"
S03E36,1991-06-15,1991-06-15,1991-06-15,1991-06-15,CP-336,"Houston, TX 6","Houston, TX #6","Houston, TX 6","Houston, Harris County, Texas 6"
S03E37,1991-06-22,1991-06-22,1991-06-22,1991-06-22,CP-339,London 1 Hour Special,London Special Edition (60 min),London Special,"London, England"
S03E38,1991-06-29,1991-08-09,1991-06-29,1991-06-29,BOC-001,Best of Cops Volume 1,Best of Cops #1,"Houston, TX 7",Best of Cops
S03E39,1991-07-06,1991-06-22,1991-07-06,1991-07-06,BOC-002,Best of Cops Volume 2,Best of Cops #2,"Las Vegas, NV 8",Best of Cops Part 1
S03E40,1991-08-09,1991-08-31,1991-08-09,1991-08-09,CP-338,"Houston, TX 8","Houston, TX #7","Houston, TX 8","Houston, Harris County, Texas 7"
S03E41,1991-08-16,1991-06-29,1991-08-16,1991-08-16,CP-340,"Las Vegas, NV 8","Las Vegas, NV #8",Best of Cops Vol1,"Las Vegas, Nevada 8"
S03E42,1991-08-31,,1991-08-31,1991-08-31,CP-337,"Houston, TX 7","Houston, TX #8",,"Houston, Harris County, Texas 8"
S04E01,1991-08-10,1991-08-10,1991-08-10,1991-08-10,CP-401,Kansas City 1,Kansas City #1,Kansas City 1,"Kansas City, Missouri; Kansas City, Kansas 1"
S04E02,1991-08-17,1991-08-17,1991-08-17,1991-08-17,CP-402,Kansas City 2,Kansas City #2,Kansas City 2,"Kansas City, Missouri; Kansas City, Kansas 2"
S04E03,1991-08-24,1991-08-24,1991-08-24,1991-08-24,CP-403,Kansas City 3,Kansas City #3,Kansas City 3,"Kansas City, Missouri; Kansas City, Kansas 3"
S04E04,1991-09-13,1991-09-13,1991-09-13,1991-09-13,CP-405,Kansas City 5,Kansas City #4,Kansas City 4,"Kansas City, Missouri; Kansas City, Kansas 4"
S04E05,1991-09-28,1991-10-05,1991-09-28,1991-09-28,CP-409,"Pittsburgh, PA 3","Pittsburgh, PA #1",Kansas City 5,"Pittsburgh, Pennsylvania 1"
S04E06,1991-10-05,1991-10-12,1991-10-05,1991-10-05,CP-408,Kansas City 8,Kansas City #5,Kansas City 6,"Kansas City, Missouri; Kansas City, Kansas 5"
S04E07,1991-10-12,1991-10-19,1991-10-12,1991-10-12,CP-407,Kansas City 7,Kansas City #6,Kansas City 7,"Kansas City, Missouri; Kansas City, Kansas 6"
S04E08,1991-10-19,1991-12-07,1991-10-19,1991-10-19,CP-406,Kansas City 6,Kansas City #7,Kansas City 8,"Kansas City, Missouri; Kansas City, Kansas 7"
S04E09,1991-10-26,1991-11-02,1991-10-26,1991-10-26,CP-410,"Pittsburgh, PA 4","Pittsburgh, PA #2","Pittsburgh, PA 3","Pittsburgh, Pennsylvania 2"
S04E10,1991-11-02,1991-12-21,1991-11-02,1991-11-02,CP-412,"Pittsburgh, PA 6","Pittsburgh, PA #3","Pittsburgh, PA 4","Pittsburgh, Pennsylvania 3"
S04E11,1991-11-09,1992-01-04,1991-11-09,1991-11-09,CP-416,"Boston, MA 2","Boston, MA #1","Pittsburgh, PA 5","Boston-Lynn, Massachusetts 1"
S04E12,1991-11-16,1991-11-21,1991-11-16,1991-11-16,CP-415,"Boston, MA 1","Boston, MA #2","Pittsburgh, PA 6","Boston-Lynn, Massachusetts 2"
S04E13,1991-11-23,1992-01-04,1991-11-23,1991-11-23,CP-417,"Boston, MA 3","Boston, MA #3","Pittsburgh, PA 7","Boston-Lynn, Massachusetts 3"
S04E14,1991-12-07,1992-02-07,1991-12-07,1991-12-07,CP-404,Kansas City 4,Kansas City #8,U.S. Marshal's Service Special,"Kansas City, Missouri; Kansas City, Kansas 8"
S04E15,1991-12-07,1991-11-09,1991-12-07,1991-12-07,CP-419,"Boston, MA 5","Boston, MA #4","Boston, MA 1",Boston-Lynn Massachusetts 4
S04E16,1991-12-14,1991-11-16,1991-12-14,1991-12-14,CP-420,"Boston, MA 6","Boston, MA #5","Boston, MA 2",Boston-Lynn Massachusetts 5
S04E17,1991-12-21,1991-11-23,1991-12-21,1991-12-21,CP-411,"Pittsburgh, PA 5","Pittsburgh, PA #4","Boston, MA 3","Pittsburgh, Pennsylvania 4"
S04E18,1992-01-04,1991-12-07,1992-01-04,1992-01-04,CP-413,"Pittsburgh, PA 7","Pittsburgh, PA #5","Boston, MA 4","Pittsburgh, Pennsylvania 5"
S04E19,1992-01-11,1991-12-14,1992-01-11,1992-01-11,CP-422,"Memphis, TN 1","Memphis, TN #1","Boston, MA 5","Memphis, Shelby County, Tennessee 1"
S04E20,1992-01-18,1992-03-21,1992-01-18,1992-01-18,CP-423,"Memphis, TN 2","Memphis, TN #2","Boston, MA 6","Memphis, Shelby County, Tennessee 2"
S04E21,1992-01-25,1992-04-04,1992-01-25,1992-01-25,CP-424,"Memphis, TN 3","Memphis, TN #3","Boston, MA 7","Memphis, Shelby County, Tennessee 3"
S04E22,1992-02-01,1992-01-11,1992-02-01,1992-02-01,CP-427,"Memphis, TN 6","Memphis, TN #4","Memphis, TN 1","Memphis, Shelby County, Tennessee 4"
S04E23,1992-02-07,1992-01-18,1992-02-07,1992-02-07,CP-414,U.S. Marshals Service Special,U.S. Marshal's Service Special Edition,"Memphis, TN 2",United States: U.S. Marshals
S04E24,1992-02-15,1992-01-25,1992-02-15,1992-02-15,CP-425,"Memphis, TN 4","Memphis, TN #5","Memphis, TN 3","Memphis, Shelby County, Tennessee 5"
S04E25,1992-02-22,1992-02-01,1992-02-22,1992-02-22,CP-429,"Miami, FL 2","Miami, FL #1","Memphis, TN 4","Metro-Dade, South Florida 1"
S04E26,1992-02-22,1992-02-15,1992-02-22,1992-02-22,CP-430,"Miami, FL 3","Miami, FL #2","Memphis, TN 5","Metro-Dade, South Florida 2"
S04E27,1992-03-07,1992-05-30,1992-03-07,1992-03-07,CP-428,"Miami, FL 1","Miami, FL #3","Memphis, TN 6","Metro-Dade, South Florida 3"
S04E28,1992-03-14,1992-02-22,1992-03-14,1992-03-14,CP-431,South Florida 1,South Florida #1,"Miami, FL 1","Metro-Dade, South Florida 4"
S04E29,1992-03-21,1992-02-22,1992-03-21,1992-03-21,CP-418,"Boston, MA 4","Boston, MA #6","Miami, FL 2",Boston-Lynn Massachusetts 6
S04E30,1992-03-21,1992-03-07,1992-03-21,1992-03-21,CP-432,"Miami, FL 4","Miami, FL #4","Miami, FL 3","Metro-Dade, South Florida 5"
S04E31,1992-04-04,1992-03-14,1992-04-04,1992-04-04,CP-421,"Boston, MA 7","Boston, MA #7",South Florida 1,Boston-Lynn Massachusetts 7
S04E32,1992-04-11,1992-03-21,1992-04-11,1992-04-11,CP-433,South Florida 2,South Florida #2,"Miami, FL 4","Metro-Dade, South Florida 6"
S04E33,1992-04-25,1992-04-11,1992-04-25,1992-04-25,CP-435,"Miami, FL 6","Miami, FL #5",South Florida 2,"Metro-Dade, South Florida 7"
S04E34,1992-05-02,1992-04-25,1992-05-02,1992-05-02,CP-436,"Miami, FL 7","Miami, FL #6","Miami, FL 5","Metro-Dade, South Florida 8"
S04E35,1992-05-09,1992-05-02,1992-05-09,1992-05-09,CP-438,"Miami, FL 9","Miami, FL #7","Miami, FL 6","Metro-Dade, South Florida 9"
S04E36,1992-05-16,1992-05-09,1992-05-16,1992-05-16,CP-439,"Miami, FL 10","Miami, FL #8","Miami, FL 7","Metro-Dade, South Florida 10"
S04E37,1992-05-30,1992-05-16,1992-05-30,1992-05-30,CP-426,"Memphis, TN 5","Memphis, TN #6","Miami, FL 8","Memphis, Shelby County, Tennessee 6"
S04E38,1992-05-30,1992-05-30,1992-05-30,1992-05-30,CP-434,"Miami, FL 5","Miami, FL #9","Miami, FL 9","Metro-Dade, South Florida 11"
S04E39,1992-06-13,1992-06-13,1992-06-13,1992-06-13,CP-437,"Miami, FL 8","Miami, FL #10","Miami, FL 10","Metro-Dade, South Florida 12"
S04E40,1992-06-20,1992-06-27,1992-06-20,1992-06-20,CP-443,Pierce County WA 1,"Pierce County, WA #1","Miami, FL 11",Washington State 1
S04E41,1992-06-27,1992-08-01,1992-06-27,1992-06-27,CP-440,"Miami, FL 11","Miami, FL #11",Washington State 1,"Metro-Dade, South Florida 13"
S04E42,1992-08-01,1992-12-12,1992-08-01,1992-08-01,CP-441,Washington State 1,Washington State #1,Washington State 2,Washington State 2
S04E43,1992-08-08,1992-06-20,1992-08-08,1992-08-08,CP-444,Pierce County WA 2,"Pierce County, WA #2","Pierce County, WA 1",Washington State 3
S04E44,1992-08-15,1992-08-08,1992-08-15,1992-08-15,CP-445,Pierce County WA 3,"Pierce County, WA #3","Pierce County, WA 2",Washington State 4
S04E45,1992-12-12,1992-08-15,1992-12-12,1992-12-12,CP-442,Washington State 2,Washington State #2,"Pierce County, WA 3",Washington State 5
S05E01,1992-08-15,1992-08-15,1992-08-15,1992-08-15,CP-521,"Philadelphia, PA 3","Philadelphia, PA #1","Philadelphia, PA 1","Philadelphia, Pennsylvania 1"
S05E02,1992-08-22,1992-08-22,1992-08-22,1992-08-22,CP-519,"Philadelphia, PA 1","Philadelphia, PA #2","Philadelphia, PA 2","Philadelphia, Pennsylvania 2"
S05E03,1992-08-29,1992-08-29,1992-08-29,1992-08-29,CP-520,"Philadelphia, PA 2","Philadelphia, PA #3","Philadelphia, PA 3","Philadelphia, Pennsylvania 3"
S05E04,1992-09-05,1992-09-05,1992-09-05,1992-09-05,CP-522,"Philadelphia, PA 4","Philadelphia, PA #4","Philadelphia, PA 4","Philadelphia, Pennsylvania 4"
S05E05,1992-09-12,1992-09-12,1992-09-12,1992-09-12,CP-523,"Philadelphia, PA 5","Philadelphia, PA #5","Philadelphia, PA 5","Philadelphia, Pennsylvania 5"
S05E06,1992-09-19,1992-09-19,1992-09-19,1992-09-19,CP-502,Pierce County WA 5,"Pierce County, WA #1","Pierce County, WA 4",Washington State 6
S05E07,1992-09-26,1992-09-26,1992-09-26,1992-09-26,CP-503,Pierce County WA 6,"Pierce County, WA #2","Pierce County, WA 5",Washington State 7
S05E08,1992-10-03,1992-10-03,1992-10-03,1992-10-03,CP-501,Pierce County WA 4,"Pierce County, WA #3","Pierce County, WA 6",Washington State 8
S05E09,1992-10-10,1992-10-10,1992-10-10,1992-10-10,CP-524,"Philadelphia, PA 6","Philadelphia, PA #6","Philadelphia, PA 6","Philadelphia, Pennsylvania 6"
S05E10,1992-10-24,1992-10-24,1992-10-24,1992-10-24,CP-525,"Philadelphia, PA 7","Philadelphia, PA #7","Philadelphia, PA 7","Philadelphia, Pennsylvania 7"
S05E11,1992-10-31,1992-10-31,1992-10-31,1992-10-31,CP-508,"Denver, CO 1","Denver, CO #1","Denver, CO 1","Denver, Colorado 1"
S05E12,1992-11-07,1992-11-07,1992-11-07,1992-11-07,CP-507,Homicide USA Special,Homicide USA Special Edition,Homicide USA Special Edition,Homicide USA Special Edition
S05E13,1992-11-14,1992-11-14,1992-11-14,1992-11-14,CP-509,"Denver, CO 2","Denver, CO #2","Denver, CO 2","Denver, Colorado 2"
S05E14,1992-11-21,1992-11-21,1992-11-21,1992-11-21,CP-510,"Denver, CO 3","Denver, CO #3","Pierce County, WA 7","Denver, Colorado 3"
S05E15,1992-12-05,1992-12-05,1992-12-05,1992-12-05,CP-504,Pierce County WA 7,"Pierce County, WA #4","Pierce County, WA 8",Washington State 9
S05E16,1992-12-19,1992-12-19,1992-12-19,1992-12-19,CP-505,Pierce County WA 8,"Pierce County, WA #5","Pierce County, WA 9",Washington State 10
S05E17,1993-01-02,1993-01-02,1993-01-02,1993-01-02,CP-506,Pierce County WA 9,"Pierce County, WA #6","Pierce County, WA 10",Washington State 11
S05E18,1993-01-09,1993-01-09,1993-01-09,1993-01-09,CP-511,"Denver, CO 4","Denver, CO #4","Denver, CO 3","Denver, Colorado 4"
S05E19,1993-01-16,1993-01-16,1993-01-16,1993-01-16,CP-512,"Denver, CO 5","Denver, CO #5","Denver, CO 4","Denver, Colorado 5"
S05E20,1993-01-23,1993-01-23,1993-01-23,1993-01-23,CP-513,"Denver, CO 6","Denver, CO #6","Denver, CO 5","Denver, Colorado 6"
S05E21,1993-01-30,1993-01-30,1993-01-30,1993-01-30,CP-514,"Denver, CO 7","Denver, CO #7","Denver, CO 6","Denver, Colorado 7"
S05E22,1993-02-06,1993-02-06,1993-02-06,1993-02-06,CP-526,"Fort Worth, TX 1","Fort Worth, TX #1","Fort Worth, TX 1","Fort Worth, Texas 1"
S05E23,1993-02-13,1993-02-13,1993-02-13,1993-02-13,CP-527,"Fort Worth, TX 2","Fort Worth, TX #2","Fort Worth, TX 2","Fort Worth, Texas 2"
S05E24,1993-02-20,1993-02-20,1993-02-20,1993-02-20,CP-528,"Fort Worth, TX 3","Fort Worth, TX #3","Fort Worth, TX 3","Fort Worth, Texas 3"
S05E25,1993-02-27,1993-02-27,1993-02-27,1993-02-27,CP-529,"Fort Worth, TX 4","Fort Worth, TX #4","Fort Worth, TX 4","Fort Worth, Texas 4"
S05E26,1993-03-06,1993-03-06,1993-03-06,1993-03-06,CP-515,"Denver, CO 8","Denver, CO #8","Denver, CO 7","Denver, Colorado 8"
S05E27,1993-03-20,1993-03-20,1993-03-20,1993-03-20,CP-530,"Fort Worth, TX 5","Fort Worth, TX #5","Fort Worth, TX 5","Fort Worth, Texas 5"
S05E28,1993-03-27,1993-03-27,1993-03-27,1993-03-27,CP-531,"Fort Worth, TX 6","Fort Worth, TX #6","Fort Worth, TX 6","Fort Worth, Texas 6"
S05E29,1993-04-03,1993-04-03,1993-04-03,1993-04-03,CP-532,"Fort Worth, TX 7","Fort Worth, TX #7","Fort Worth, TX 7","Fort Worth, Texas 7"
S05E30,1993-04-10,1993-04-10,1993-04-10,1993-04-10,CP-516,"Denver, CO 9","Denver, CO #9","Denver, CO 8","Denver, Colorado 9"
